"Source","Target","Flow"
"Risorgimento","IV Novembre",10
"Risorgimento","Lanza",6
"Risorgimento","Lazio - Vasari - Morosini",19
"Risorgimento","Legnano Arena civica",2
"Risorgimento","Lodi - Papi",4
"Risorgimento","Lombardia - Vallazze",17
"Risorgimento","Loreto 1",1
"Risorgimento","M. Gioia - ""Regione""",3
"Risorgimento","Majno - Baretti",17
"Risorgimento","Manin - Bastioni",12
"Risorgimento","Manzoni",22
"Risorgimento","Marussig - Castelvetro",1
"Risorgimento","Mascagni",12
"Risorgimento","Meda",31
"Risorgimento","Medaglie D'Oro 1",9
"Risorgimento","Medaglie D'Oro 2",10
"Risorgimento","Melchiorre Gioia - Galvani",3
"Risorgimento","Melzi d Eril - Cagnola",1
"Risorgimento","Mentana",10
"Risorgimento","Missori",2
"Risorgimento","Modena - Castel Morrone",5
"Risorgimento","Molino delle Armi",7
"Risorgimento","Montenero - Spartaco",14
"Risorgimento","Morgagni Redi",39
"Risorgimento","Moscova",14
"Risorgimento","Muratori - Umbria",3
"Risorgimento","Napo Torriani",13
"Risorgimento","Naviglio G.Valenza",2
"Risorgimento","Naviglio Pavese - Torricelli",2
"Risorgimento","Novelli - Carnaghi",27
"Risorgimento","P.zza Luigi di Savoia",9
"Risorgimento","Pagano - Guido D'Arezzo",2
"Risorgimento","Palazzo Marino",40
"Risorgimento","Palestro 1",8
"Risorgimento","Palestro 2",2
"Risorgimento","Patellani",4
"Risorgimento","Piazza Carbonari",3
"Risorgimento","Piazzale Lodi",8
"Risorgimento","Piazzi - Bernina",1
"Risorgimento","Piola",4
"Risorgimento","Pola RL",3
"Risorgimento","Porta Genova",2
"Risorgimento","Porta Nuova",1
"Risorgimento","Porta Venezia",11
"Risorgimento","Porta Venezia 2",15
"Risorgimento","Porta Volta civ. 5",2
"Risorgimento","Procaccini - Gramsci",3
"Risorgimento","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",4
"Risorgimento","Regina Margherita",12
"Risorgimento","Reni - Guardi",22
"Risorgimento","Repubblica",5
"Risorgimento","Resistenza Partigiana",17
"Risorgimento","Richini",3
"Risorgimento","Ripamonti Bellezza",4
"Risorgimento","Risorgimento",43
"Risorgimento","Romagna - Pascoli",11
"Risorgimento","Romolo M2",1
"Risorgimento","Roncaglia - Washington",1
"Risorgimento","Rosario",5
"Risorgimento","Rotonda della Besana",16
"Risorgimento","S. F. Romana",53
"Risorgimento","S. Nazaro in Brolo",9
"Risorgimento","S. Stefano",6
"Risorgimento","S.Gioachimo",6
"Risorgimento","San Babila",205
"Risorgimento","San Barnaba H Mangiagalli",24
"Risorgimento","San Giorgio",3
"Risorgimento","San Giovanni sul Muro",4
"Risorgimento","San Lorenzo - ""Colonne""",2
"Risorgimento","San Marco",1
"Risorgimento","San Pietro all'Orto",45
"Risorgimento","San Pietro in Gessate",23
"Risorgimento","San Vito",13
"Risorgimento","Sant'Agostino",2
"Risorgimento","Sant'Ambrogio",20
"Risorgimento","Sant'Angelo - P.ta Nuova",18
"Risorgimento","Santa Maria Beltrade",7
"Risorgimento","Santa Maria delle Grazie",4
"Risorgimento","Santa Sofia",8
"Risorgimento","Santissima Trinità",5
"Risorgimento","Sarpi Albertini",4
"Risorgimento","Sarpi Niccolini",6
"Risorgimento","Segantini - Darwin",2
"Risorgimento","Sempione - Melzi d Eril",4
"Risorgimento","Sempione - RAI",3
"Risorgimento","Senato",30
"Risorgimento","Settembrini - Vitruvio",18
"Risorgimento","Sraffa",3
"Risorgimento","Susa - Sidoli",57
"Risorgimento","Teodosio - Pacini",5
"Risorgimento","Tiraboschi - Muratori",5
"Risorgimento","Tommaseo",1
"Risorgimento","Torino - Carrobbio",4
"Risorgimento","Treves",5
"Risorgimento","Triennale",1
"Risorgimento","Tunisia - Cozzi",38
"Risorgimento","Tunisia Lecco Bellintani",8
"Risorgimento","Università Bocconi",1
"Risorgimento","Università Cattolica",2
"Risorgimento","V Alpini",3
"Risorgimento","Valtellina - Farini",9
"Risorgimento","Velasca",7
"Risorgimento","Vercelli - Cherubini",1
"Risorgimento","Vercelli - Piemonte",3
"Risorgimento","Verrocchio - Juvara",25
"Risorgimento","Vesuvio - Lipari",1
"Risorgimento","VIII novembre",68
"Risorgimento","Vittor Pisani",23
"Risorgimento","XXII Marzo",19
"Risorgimento","XXIV Maggio",4
"Risorgimento","XXV Aprile",10
"Romagna - Pascoli","Alserio - Cola Montano",4
"Romagna - Pascoli","Amendola M1",1
"Romagna - Pascoli","Ascanio Sforza - Pavia",1
"Romagna - Pascoli","Aspromonte - Pecchio",13
"Romagna - Pascoli","Augusto",3
"Romagna - Pascoli","B.Marcello - Boscovich",8
"Romagna - Pascoli","Bacone - Monteverdi",9
"Romagna - Pascoli","Balilla - Tibaldi",1
"Romagna - Pascoli","Bassini - Grossich",22
"Romagna - Pascoli","Beatrice d'Este - Cassolo",1
"Romagna - Pascoli","Beccaria",2
"Romagna - Pascoli","Benaco - Brembo",2
"Romagna - Pascoli","Bernini",4
"Romagna - Pascoli","Bertarelli",1
"Romagna - Pascoli","Bocconi 3 - I. Aragona",3
"Romagna - Pascoli","Borgogna",1
"Romagna - Pascoli","Borsieri - Confalonieri",8
"Romagna - Pascoli","Bovisa - Lambruschini",1
"Romagna - Pascoli","Brenta MM",2
"Romagna - Pascoli","Brianza - Venini",5
"Romagna - Pascoli","Bronzetti - Archimede",15
"Romagna - Pascoli","Buenos Aires - Argentina",12
"Romagna - Pascoli","Buenos Aires - Lima",33
"Romagna - Pascoli","Ca' Granda - F. Testi",2
"Romagna - Pascoli","Cadore - Pinaroli",6
"Romagna - Pascoli","Cadorna 1",9
"Romagna - Pascoli","Cadorna 2",1
"Romagna - Pascoli","Cadorna 3",20
"Romagna - Pascoli","Caiazzo",7
"Romagna - Pascoli","Cairoli",4
"Romagna - Pascoli","Caldara / Curtatone",1
"Romagna - Pascoli","Cantore",1
"Romagna - Pascoli","Cantù",1
"Romagna - Pascoli","Castel Morrone - M. A. Di Savoia",40
"Romagna - Pascoli","Cavour",3
"Romagna - Pascoli","Centrale 1",8
"Romagna - Pascoli","Centrale 2",20
"Romagna - Pascoli","Cinque Giornate",22
"Romagna - Pascoli","Cirene - Friuli",3
"Romagna - Pascoli","Crema - Giulio Romano",4
"Romagna - Pascoli","Crocetta",2
"Romagna - Pascoli","Cusani",1
"Romagna - Pascoli","Dateo",50
"Romagna - Pascoli","De Marchi - Bottelli",1
"Romagna - Pascoli","Diaz",7
"Romagna - Pascoli","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",2
"Romagna - Pascoli","Duomo",4
"Romagna - Pascoli","Durante - D'aviano",5
"Romagna - Pascoli","Elba - Cimarosa",1
"Romagna - Pascoli","Emilia - Piceno",9
"Romagna - Pascoli","F.Filzi",5
"Romagna - Pascoli","Fatebenefratelli",2
"Romagna - Pascoli","Fiamma",2
"Romagna - Pascoli","Friuli",4
"Romagna - Pascoli","Garibaldi - Sturzo",17
"Romagna - Pascoli","Garibaldi Pepe",10
"Romagna - Pascoli","Gioia - Carissimi",5
"Romagna - Pascoli","Gioia - Cassina De' Pomm",2
"Romagna - Pascoli","Gioia - Sassetti",1
"Romagna - Pascoli","Gorini - Strambio",31
"Romagna - Pascoli","Gorizia 2",1
"Romagna - Pascoli","Govone - Borgese",2
"Romagna - Pascoli","Indipendenza-Castel Morrone",6
"Romagna - Pascoli","Italia - San Martino",2
"Romagna - Pascoli","IV Novembre",2
"Romagna - Pascoli","Lagosta",5
"Romagna - Pascoli","Lanza",1
"Romagna - Pascoli","Lazio - Vasari - Morosini",2
"Romagna - Pascoli","Lodi - Papi",1
"Romagna - Pascoli","Lombardia - Vallazze",23
"Romagna - Pascoli","Loreto 1",5
"Romagna - Pascoli","M. Gioia - ""Regione""",1
"Romagna - Pascoli","Maciachini - Marche",1
"Romagna - Pascoli","Majno - Baretti",20
"Romagna - Pascoli","Manin - Bastioni",1
"Romagna - Pascoli","Mascagni",3
"Romagna - Pascoli","Meda",14
"Romagna - Pascoli","Medaglie D'Oro 1",1
"Romagna - Pascoli","Medaglie D'Oro 2",7
"Romagna - Pascoli","Melzi d Eril - Cagnola",2
"Romagna - Pascoli","Milizie - Tortona",1
"Romagna - Pascoli","Missori",3
"Romagna - Pascoli","Modena - Castel Morrone",32
"Romagna - Pascoli","Molino delle Armi",1
"Romagna - Pascoli","Montenero - Spartaco",2
"Romagna - Pascoli","Morgagni Redi",31
"Romagna - Pascoli","Moscova",5
"Romagna - Pascoli","Muratori - Umbria",6
"Romagna - Pascoli","Napo Torriani",12
"Romagna - Pascoli","Naviglio G.Valenza",1
"Romagna - Pascoli","Naviglio Pavese - Torricelli",1
"Romagna - Pascoli","Novelli - Carnaghi",19
"Romagna - Pascoli","P.zza Luigi di Savoia",30
"Romagna - Pascoli","Pagano - Guido D'Arezzo",1
"Romagna - Pascoli","Palazzo Marino",6
"Romagna - Pascoli","Palestro 1",6
"Romagna - Pascoli","Palestro 2",1
"Romagna - Pascoli","Patellani",1
"Romagna - Pascoli","Piazza Carbonari",2
"Romagna - Pascoli","Piazzale Lodi",3
"Romagna - Pascoli","Piazzi - Bernina",1
"Romagna - Pascoli","Piola",15
"Romagna - Pascoli","Pola RL",1
"Romagna - Pascoli","Porta Nuova",2
"Romagna - Pascoli","Porta Venezia",1
"Romagna - Pascoli","Porta Venezia 2",18
"Romagna - Pascoli","Procaccini . Cimitero Monumentale",1
"Romagna - Pascoli","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",1
"Romagna - Pascoli","Reni - Guardi",16
"Romagna - Pascoli","Repubblica",4
"Romagna - Pascoli","Richini",1
"Romagna - Pascoli","Ripamonti Bellezza",4
"Romagna - Pascoli","Risorgimento",12
"Romagna - Pascoli","Romagna - Pascoli",23
"Romagna - Pascoli","Rosario",1
"Romagna - Pascoli","Rotonda della Besana",3
"Romagna - Pascoli","S. F. Romana",51
"Romagna - Pascoli","S. Nazaro in Brolo",1
"Romagna - Pascoli","S. Stefano",5
"Romagna - Pascoli","S.Gioachimo",27
"Romagna - Pascoli","San Babila",14
"Romagna - Pascoli","San Giorgio",1
"Romagna - Pascoli","San Giovanni sul Muro",3
"Romagna - Pascoli","San Lorenzo - ""Colonne""",1
"Romagna - Pascoli","San Marco",3
"Romagna - Pascoli","San Pietro all'Orto",1
"Romagna - Pascoli","San Pietro in Gessate",3
"Romagna - Pascoli","Sant'Agostino",2
"Romagna - Pascoli","Sant'Angelo - P.ta Nuova",6
"Romagna - Pascoli","Sant'Eustorgio- P.ta Ticinese",2
"Romagna - Pascoli","Santa Maria Beltrade",1
"Romagna - Pascoli","Santa Sofia",1
"Romagna - Pascoli","Santissima Trinità",4
"Romagna - Pascoli","Sarpi Niccolini",2
"Romagna - Pascoli","Settembrini - Vitruvio",33
"Romagna - Pascoli","Sraffa",1
"Romagna - Pascoli","Susa - Sidoli",21
"Romagna - Pascoli","Teodosio - Pacini",17
"Romagna - Pascoli","Tiraboschi - Muratori",9
"Romagna - Pascoli","Toscana- Leoni",1
"Romagna - Pascoli","Tunisia - Cozzi",12
"Romagna - Pascoli","Tunisia Lecco Bellintani",18
"Romagna - Pascoli","Università Bocconi",1
"Romagna - Pascoli","Velasca",3
"Romagna - Pascoli","Verrocchio - Juvara",10
"Romagna - Pascoli","VIII novembre",237
"Romagna - Pascoli","Vittor Pisani",8
"Romagna - Pascoli","XXII Marzo",7
"Romagna - Pascoli","XXIV Maggio",1
"Romagna - Pascoli","XXV Aprile",4
"Romagna - Pascoli","Zara M3",2
"Romolo M2","Amendola M1",1
"Romolo M2","Arco della Pace 2 - Pagano",1
"Romolo M2","Arcole - Argelati",22
"Romolo M2","Ascanio Sforza - Pavia",26
"Romolo M2","Augusto",4
"Romolo M2","Balilla - Tibaldi",24
"Romolo M2","Beccaria",2
"Romolo M2","Benaco - Brembo",1
"Romolo M2","Bergognone - Tortona",24
"Romolo M2","Bocconi 2 - Bach",17
"Romolo M2","Bocconi 3 - I. Aragona",3
"Romolo M2","Borgogna",3
"Romolo M2","Brenta MM",4
"Romolo M2","Brera",1
"Romolo M2","Bronzetti - Archimede",2
"Romolo M2","Buonarroti",1
"Romolo M2","Cadore - Pinaroli",1
"Romolo M2","Cadorna 1",4
"Romolo M2","Cadorna 2",19
"Romolo M2","Cadorna 3",38
"Romolo M2","Cairoli",1
"Romolo M2","Cantore",4
"Romolo M2","Cardinal Ferrari",1
"Romolo M2","Castello Acquario civico",1
"Romolo M2","Centrale 2",1
"Romolo M2","Col di Lana - Col Moschin",24
"Romolo M2","Conciliazione",1
"Romolo M2","Coni Zugna Solari",2
"Romolo M2","Crema - Giulio Romano",5
"Romolo M2","Crocetta",2
"Romolo M2","Cusani",1
"Romolo M2","D'Ancona",18
"Romolo M2","De Angeli - R. Sanzio",5
"Romolo M2","De Angeli - Ripamonti",4
"Romolo M2","Domodossola FNM - Filelfo",1
"Romolo M2","Duomo",2
"Romolo M2","Fatebenefratelli",2
"Romolo M2","Festa del Perdono",1
"Romolo M2","Foppa - Caravaggio",1
"Romolo M2","Friuli",1
"Romolo M2","Gioia - Cassina De' Pomm",1
"Romolo M2","Giovanni XXIII",2
"Romolo M2","Gorizia 1",3
"Romolo M2","Gorizia 2",16
"Romolo M2","Italia - San Martino",8
"Romolo M2","Lanza",1
"Romolo M2","Legnano Arena civica",1
"Romolo M2","Lodi - Papi",7
"Romolo M2","Medaglie D'Oro 1",3
"Romolo M2","Medaglie D'Oro 2",3
"Romolo M2","Mentana",4
"Romolo M2","Milizie - Tortona",47
"Romolo M2","Missori",1
"Romolo M2","Molino delle Armi",1
"Romolo M2","Morozzo della Rocca",1
"Romolo M2","Muratori - Umbria",5
"Romolo M2","Napoli - Washington",11
"Romolo M2","Naviglio G.Valenza",38
"Romolo M2","Naviglio Pavese - Torricelli",63
"Romolo M2","Pagano - Guido D'Arezzo",2
"Romolo M2","Patellani",2
"Romolo M2","Piazzale Lodi",5
"Romolo M2","Porta Genova",6
"Romolo M2","Procaccini - Gramsci",2
"Romolo M2","Resistenza Partigiana",1
"Romolo M2","Richini",3
"Romolo M2","Ripamonti Bellezza",14
"Romolo M2","Romagna - Pascoli",1
"Romolo M2","Romolo M2",12
"Romolo M2","Roncaglia - Washington",5
"Romolo M2","Rosario",4
"Romolo M2","S.M. del Carso",1
"Romolo M2","San Babila",5
"Romolo M2","San Barnaba H Mangiagalli",1
"Romolo M2","San Giovanni sul Muro",5
"Romolo M2","San Gottardo - Gentilino",16
"Romolo M2","San Lorenzo - ""Colonne""",1
"Romolo M2","Sant'Agostino",1
"Romolo M2","Sant'Eustorgio- P.ta Ticinese",17
"Romolo M2","Santa Maria Beltrade",2
"Romolo M2","Santa Maria delle Grazie",1
"Romolo M2","Sarpi Niccolini",2
"Romolo M2","Savona - Tolstoj",14
"Romolo M2","Segantini - Darwin",31
"Romolo M2","Sempione - RAI",1
"Romolo M2","Spadolini - Centro Leoni",40
"Romolo M2","Sraffa",5
"Romolo M2","Stuparich - Albani",1
"Romolo M2","Susa - Sidoli",2
"Romolo M2","Torino - Carrobbio",3
"Romolo M2","Toscana- Leoni",13
"Romolo M2","Università Bocconi",3
"Romolo M2","Università Cattolica",1
"Romolo M2","Vercelli - Piemonte",2
"Romolo M2","XXIV Maggio",8
"Romolo M2","XXV Aprile",1
"Roncaglia - Washington","Accursio - Portello",7
"Roncaglia - Washington","Adamello - Lorenzini",1
"Roncaglia - Washington","Amendola M1",12
"Roncaglia - Washington","Aquileia",10
"Roncaglia - Washington","Arco della Pace 2 - Pagano",8
"Roncaglia - Washington","Arcole - Argelati",3
"Roncaglia - Washington","Ascanio Sforza - Pavia",1
"Roncaglia - Washington","Augusto",3
"Roncaglia - Washington","Balilla - Tibaldi",1
"Roncaglia - Washington","Bassini - Grossich",1
"Roncaglia - Washington","Bausan - Brofferio",3
"Roncaglia - Washington","Beatrice d'Este - Cassolo",1
"Roncaglia - Washington","Bergognone - Tortona",23
"Roncaglia - Washington","Bertarelli",33
"Roncaglia - Washington","Bocconi 2 - Bach",1
"Roncaglia - Washington","Bocconi 3 - I. Aragona",14
"Roncaglia - Washington","Borgogna",1
"Roncaglia - Washington","Borsieri - Confalonieri",1
"Roncaglia - Washington","Brera",7
"Roncaglia - Washington","Brescia",8
"Roncaglia - Washington","Buenos Aires - Lima",1
"Roncaglia - Washington","Buonarroti",71
"Roncaglia - Washington","Cadorna 1",52
"Roncaglia - Washington","Cadorna 2",2
"Roncaglia - Washington","Cadorna 3",13
"Roncaglia - Washington","Cairoli",9
"Roncaglia - Washington","Cantore",21
"Roncaglia - Washington","Cantù",7
"Roncaglia - Washington","Cardinal Ferrari",1
"Roncaglia - Washington","Carlo Magno - Alcuino",2
"Roncaglia - Washington","Castello Acquario civico",1
"Roncaglia - Washington","Cavour",2
"Roncaglia - Washington","Centrale 1",1
"Roncaglia - Washington","Centrale 2",1
"Roncaglia - Washington","Chiesa - E. Filiberto",2
"Roncaglia - Washington","Cinque Giornate",2
"Roncaglia - Washington","Col di Lana - Col Moschin",8
"Roncaglia - Washington","Conciliazione",3
"Roncaglia - Washington","Coni Zugna Solari",114
"Roncaglia - Washington","Cordusio",7
"Roncaglia - Washington","Crocetta",4
"Roncaglia - Washington","Cusani",3
"Roncaglia - Washington","D'Ancona",11
"Roncaglia - Washington","Dante - San Tomaso",2
"Roncaglia - Washington","De Angeli - R. Sanzio",46
"Roncaglia - Washington","De Angeli - Ripamonti",2
"Roncaglia - Washington","Dell'Umanitaria",3
"Roncaglia - Washington","Diaz",1
"Roncaglia - Washington","Domodossola FNM - Filelfo",21
"Roncaglia - Washington","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE",1
"Roncaglia - Washington","Duomo",8
"Roncaglia - Washington","Edison",9
"Roncaglia - Washington","Elba - Cimarosa",17
"Roncaglia - Washington","Farini - Quadrio",24
"Roncaglia - Washington","Fatebenefratelli",1
"Roncaglia - Washington","Festa del Perdono",10
"Roncaglia - Washington","Foppa - Caravaggio",36
"Roncaglia - Washington","Gadio - Paleocapa",1
"Roncaglia - Washington","Garibaldi - Sturzo",11
"Roncaglia - Washington","Gioia - Carissimi",1
"Roncaglia - Washington","Gioia - Pirelli",1
"Roncaglia - Washington","Giovanni XXIII",7
"Roncaglia - Washington","Gorizia 1",8
"Roncaglia - Washington","Gorizia 2",5
"Roncaglia - Washington","Italia - San Martino",28
"Roncaglia - Washington","Lagosta",1
"Roncaglia - Washington","Lanza",3
"Roncaglia - Washington","Legnano Arena civica",3
"Roncaglia - Washington","Lodi - Papi",1
"Roncaglia - Washington","Lotto",7
"Roncaglia - Washington","Mac Mahon - Caracciolo",1
"Roncaglia - Washington","Majno - Baretti",1
"Roncaglia - Washington","Meda",1
"Roncaglia - Washington","Medaglie D'Oro 1",1
"Roncaglia - Washington","Medaglie D'Oro 2",2
"Roncaglia - Washington","Melzi d Eril - Cagnola",3
"Roncaglia - Washington","Mentana",4
"Roncaglia - Washington","Milizie - Tortona",31
"Roncaglia - Washington","Missori",5
"Roncaglia - Washington","Molino delle Armi",7
"Roncaglia - Washington","Morozzo della Rocca",9
"Roncaglia - Washington","Moscova",10
"Roncaglia - Washington","Napoli - Washington",13
"Roncaglia - Washington","Naviglio G.Valenza",3
"Roncaglia - Washington","Naviglio Pavese - Torricelli",1
"Roncaglia - Washington","P.zza Luigi di Savoia",1
"Roncaglia - Washington","Pagano - Guido D'Arezzo",146
"Roncaglia - Washington","Palazzo Marino",1
"Roncaglia - Washington","Palestro 1",1
"Roncaglia - Washington","Patellani",1
"Roncaglia - Washington","Piazzi - Bernina",2
"Roncaglia - Washington","Porta Genova",28
"Roncaglia - Washington","Porta Venezia 2",1
"Roncaglia - Washington","Porta Volta civ. 5",2
"Roncaglia - Washington","Procaccini - Gramsci",5
"Roncaglia - Washington","QT8 - Isernia",1
"Roncaglia - Washington","Repubblica",2
"Roncaglia - Washington","Resistenza Partigiana",14
"Roncaglia - Washington","Richini",2
"Roncaglia - Washington","Romagna - Pascoli",1
"Roncaglia - Washington","Romolo M2",7
"Roncaglia - Washington","Roncaglia - Washington",36
"Roncaglia - Washington","Rosario",26
"Roncaglia - Washington","Rotonda della Besana",1
"Roncaglia - Washington","S. Nazaro in Brolo",5
"Roncaglia - Washington","S. Stefano",3
"Roncaglia - Washington","S.M. del Carso",11
"Roncaglia - Washington","San Babila",4
"Roncaglia - Washington","San Barnaba H Mangiagalli",2
"Roncaglia - Washington","San Giovanni sul Muro",6
"Roncaglia - Washington","San Gottardo - Gentilino",2
"Roncaglia - Washington","San Lorenzo - ""Colonne""",12
"Roncaglia - Washington","San Marco",1
"Roncaglia - Washington","San Vito",5
"Roncaglia - Washington","Sant'Agostino",61
"Roncaglia - Washington","Sant'Ambrogio",25
"Roncaglia - Washington","Sant'Eustorgio- P.ta Ticinese",1
"Roncaglia - Washington","Santa Maria Beltrade",1
"Roncaglia - Washington","Santa Maria delle Grazie",14
"Roncaglia - Washington","Santa Sofia",3
"Roncaglia - Washington","Santissima Trinità",4
"Roncaglia - Washington","Sarpi Albertini",7
"Roncaglia - Washington","Sarpi Niccolini",6
"Roncaglia - Washington","Savona - Tolstoj",43
"Roncaglia - Washington","Segantini - Darwin",3
"Roncaglia - Washington","Sempione - Melzi d Eril",3
"Roncaglia - Washington","Sempione - RAI",1
"Roncaglia - Washington","Sraffa",8
"Roncaglia - Washington","Stelvio - Farini",2
"Roncaglia - Washington","Stuparich - Albani",2
"Roncaglia - Washington","Teodorico - Gattamelata",1
"Roncaglia - Washington","Tommaseo",4
"Roncaglia - Washington","Torino - Carrobbio",5
"Roncaglia - Washington","Treves",10
"Roncaglia - Washington","Triennale",5
"Roncaglia - Washington","Università Bocconi",3
"Roncaglia - Washington","Università Cattolica",6
"Roncaglia - Washington","V Alpini",8
"Roncaglia - Washington","Velasca",1
"Roncaglia - Washington","Vercelli - Cherubini",46
"Roncaglia - Washington","Vercelli - Piemonte",148
"Roncaglia - Washington","Vesuvio - Lipari",2
"Roncaglia - Washington","VI Febbraio",23
"Roncaglia - Washington","Vigliani - Scarampo",9
"Roncaglia - Washington","Vittor Pisani",1
"Roncaglia - Washington","XXII Marzo",1
"Roncaglia - Washington","XXIV Maggio",20
"Roncaglia - Washington","XXV Aprile",9
"Roncaglia - Washington","Zavattari - Tempesta",46
"Rosario","Accursio - Portello",5
"Rosario","Amendola M1",5
"Rosario","Aquileia",35
"Rosario","Arcivescovado",12
"Rosario","Arco della Pace 1 - Bertani",2
"Rosario","Arco della Pace 2 - Pagano",1
"Rosario","Arcole - Argelati",5
"Rosario","Ascanio Sforza - Pavia",15
"Rosario","Balilla - Tibaldi",4
"Rosario","Bausan - Brofferio",1
"Rosario","Beatrice d'Este - Cassolo",5
"Rosario","Beccaria",1
"Rosario","Bergognone - Tortona",11
"Rosario","Bertarelli",3
"Rosario","Bocconi 3 - I. Aragona",6
"Rosario","Borgogna",8
"Rosario","Borsieri - Confalonieri",2
"Rosario","Brenta MM",1
"Rosario","Brera",4
"Rosario","Brescia",2
"Rosario","Buenos Aires - Argentina",1
"Rosario","Buenos Aires - Lima",2
"Rosario","Buonarroti",15
"Rosario","Cadore - Pinaroli",2
"Rosario","Cadorna 1",32
"Rosario","Cadorna 2",2
"Rosario","Cadorna 3",93
"Rosario","Cairoli",17
"Rosario","Caldara / Curtatone",1
"Rosario","Caneva - Tolentino",3
"Rosario","Canova - Sangiorgio",2
"Rosario","Cantore",38
"Rosario","Cantù",4
"Rosario","Cardinal Ferrari",5
"Rosario","Carlo Magno - Alcuino",2
"Rosario","Castello Acquario civico",1
"Rosario","Cavour",1
"Rosario","Centrale 2",2
"Rosario","Chiesa - E. Filiberto",5
"Rosario","Cinque Giornate",2
"Rosario","Cirene - Friuli",1
"Rosario","Col di Lana - Col Moschin",54
"Rosario","Conciliazione",4
"Rosario","Coni Zugna Solari",50
"Rosario","Cordusio",4
"Rosario","Crocetta",4
"Rosario","Cusani",10
"Rosario","D'Ancona",34
"Rosario","Dateo",1
"Rosario","De Angeli - R. Sanzio",17
"Rosario","De Angeli - Ripamonti",2
"Rosario","Dell'Umanitaria",2
"Rosario","Diaz",4
"Rosario","Domodossola FNM - Filelfo",5
"Rosario","Duomo",23
"Rosario","Edison",5
"Rosario","Elba - Cimarosa",25
"Rosario","Emilia - Piceno",2
"Rosario","Erculea",12
"Rosario","Farini - Quadrio",1
"Rosario","Fatebenefratelli",3
"Rosario","Festa del Perdono",5
"Rosario","Foppa - Caravaggio",11
"Rosario","Friuli",2
"Rosario","Gadio - Paleocapa",1
"Rosario","Galvani - Restelli - RL",1
"Rosario","Garibaldi - Sturzo",4
"Rosario","Garibaldi Pepe",1
"Rosario","Giovanni XXIII",2
"Rosario","Gorizia 1",10
"Rosario","Gorizia 2",16
"Rosario","Govone - Borgese",1
"Rosario","Italia - San Martino",3
"Rosario","Lagosta",1
"Rosario","Lanza",4
"Rosario","Lazio - Vasari - Morosini",12
"Rosario","Legnano Arena civica",18
"Rosario","Lodi - Papi",3
"Rosario","Lotto",2
"Rosario","Maciachini - Marche",1
"Rosario","Manin - Bastioni",1
"Rosario","Marussig - Castelvetro",4
"Rosario","Meda",19
"Rosario","Medaglie D'Oro 1",3
"Rosario","Medaglie D'Oro 2",9
"Rosario","Melzi d Eril - Cagnola",3
"Rosario","Milizie - Tortona",63
"Rosario","Missori",15
"Rosario","Molino delle Armi",8
"Rosario","Montenero - Spartaco",1
"Rosario","Morgagni Redi",3
"Rosario","Morozzo della Rocca",19
"Rosario","Moscova",11
"Rosario","Napo Torriani",1
"Rosario","Napoli - Washington",47
"Rosario","Naviglio G.Valenza",5
"Rosario","Naviglio Pavese - Torricelli",6
"Rosario","Nigra - Castellini",1
"Rosario","Novelli - Carnaghi",1
"Rosario","Pagano - Guido D'Arezzo",35
"Rosario","Palazzo Marino",7
"Rosario","Palestro 1",1
"Rosario","Patellani",3
"Rosario","Piazza Carbonari",2
"Rosario","Piazzale Lodi",3
"Rosario","Porta Genova",30
"Rosario","Porta Nuova",3
"Rosario","Porta Venezia",1
"Rosario","Porta Venezia 2",1
"Rosario","Porta Volta civ. 5",3
"Rosario","Procaccini - Gramsci",3
"Rosario","QT8 - Isernia",2
"Rosario","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE",1
"Rosario","Regina Margherita",2
"Rosario","Resistenza Partigiana",29
"Rosario","Richini",15
"Rosario","Ripamonti Bellezza",3
"Rosario","Romagna - Pascoli",2
"Rosario","Romolo M2",3
"Rosario","Roncaglia - Washington",26
"Rosario","Rosario",31
"Rosario","Rotonda della Besana",7
"Rosario","S. F. Romana",1
"Rosario","S. Nazaro in Brolo",11
"Rosario","S. Stefano",2
"Rosario","S.M. del Carso",21
"Rosario","San Babila",6
"Rosario","San Barnaba H Mangiagalli",1
"Rosario","San Giorgio",5
"Rosario","San Giovanni sul Muro",6
"Rosario","San Gottardo - Gentilino",32
"Rosario","San Lorenzo - ""Colonne""",9
"Rosario","San Marco",8
"Rosario","San Pietro all'Orto",3
"Rosario","San Pietro in Gessate",7
"Rosario","San Vito",13
"Rosario","Sant'Agostino",45
"Rosario","Sant'Ambrogio",57
"Rosario","Sant'Angelo - P.ta Nuova",2
"Rosario","Sant'Eustorgio- P.ta Ticinese",12
"Rosario","Santa Maria Beltrade",8
"Rosario","Santa Maria delle Grazie",2
"Rosario","Santa Sofia",6
"Rosario","Santissima Trinità",5
"Rosario","Sarpi Albertini",5
"Rosario","Sarpi Niccolini",8
"Rosario","Savona - Tolstoj",106
"Rosario","Sempione - Melzi d Eril",4
"Rosario","Spadolini - Centro Leoni",18
"Rosario","Sraffa",1
"Rosario","Stuparich - Albani",2
"Rosario","Teodorico - Gattamelata",1
"Rosario","Tommaseo",9
